name,genre,type,episodes,rating
d4 princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24,6.2
"dance, dance, dance","Fantasy, Music",Music,1,6.2
fate/zero cafe,"Comedy, Parody",Movie,1,6.2
gulliver no uchuu ryokou,"Adventure, Sci-Fi",Movie,1,6.2
hey! bumboo,"Adventure, Cars, Kids",TV,130,6.2
houkago no pleiades,Magic,ONA,4,6.2
ichigeki sacchuu!! hoihoi-san,"Comedy, Sci-Fi, Slice of Life",OVA,1,6.2
itsudatte my santa!,"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,2,6.2
jewelpet movie: sweets dance princess,"Fantasy, Magic, Shoujo",Movie,1,6.2
jishu seisaku movie binchou-tan,"Music, Slice of Life",Music,1,6.2
kishin houkou demonbane (tv) specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,2,6.2
koisuru tenshi angelique: chibi character adventure 2,"Adventure, Comedy",Special,1,6.2
kuroi kikori to shiroi kikori,Fantasy,Movie,1,6.2
licca-chan fushigi na mahou no ring,"Adventure, Fantasy",OVA,2,6.2
love♥love? specials,"Comedy, Ecchi, Harem, Romance",Special,4,6.2
m3: sono kuroki hagane recap,"Action, Mecha",Special,1,6.19
maps: densetsu no samayoeru seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1,6.2
metal fighter miku,"Comedy, Sci-Fi, Shounen, Sports",TV,13,6.2
outlanders,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1,6.2
sengoku kitan youtouden,"Action, Demons, Martial Arts",OVA,3,6.2
shadow skill: kurudaryuu kousatsuhou no himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2
soul worker: your destiny awaits,"Action, Fantasy, Sci-Fi",ONA,5,6.2
super kuma-san,"Comedy, Fantasy",Special,1,6.2
teekyuu 6 specials,"Comedy, Shounen, Sports",Special,2,6.2
thermae romae: kodai romajin ga uchuu e,"Comedy, Seinen, Space",Special,1,6.2
zoku attacker you! kin medal e no michi,"Romance, Sports",TV,52,6.2
21 emon,"Comedy, Sci-Fi, Space",TV,39,6.19
akai kiba: blue sonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,6.19
andromeda stories,"Action, Drama, Fantasy, Sci-Fi, Space",Special,1,6.19
apfelland monogatari,"Adventure, Drama, Historical",Movie,1,6.19
barbapapa (1977),"Comedy, Fantasy, Kids",TV,48,6.19
barbapapa sekai wo mawaru,"Adventure, Comedy",TV,50,6.19
ben-to picture drama,Comedy,Special,6,6.19
chiba pedal: yowamushi pedal to manabu jitensha koutsuuanzen,"Shounen, Sports",ONA,6,6.2
ebiten: kouritsu ebisugawa koukou tenmonbu specials,"Comedy, Ecchi, Parody, School, Shounen",Special,5,6.19
ginga e kickoff!!: natsuyasumi special,Sports,Special,1,6.19
gundam: g no reconguista - from the past to the future,"Action, Mecha, Sci-Fi, Space",Special,1,6.2
gunslinger stratos,"Action, Sci-Fi",ONA,1,6.19
hengen taima yakou karura mau! nara onryou emaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1,6.19
ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19
kikou kai galient ova,"Action, Fantasy, Mecha, Sci-Fi",OVA,3,6.19
mahou gakuen lunar! aoi ryuu no himitsu,"Comedy, Fantasy, Magic",Movie,1,6.19
mobile suit sd gundam festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19
mou hitotsu no mirai wo.,Sci-Fi,ONA,3,6.19
muybridge no ito,Drama,Movie,1,6.19
samurai gun special,"Action, Historical, Seinen",Special,1,6.19
scan2go,"Cars, Kids, Shounen, Space, Sports",TV,52,6.19
taisei kensetsu: sri lanka kousokudouro,Drama,Special,1,6.19
the samurai,"Comedy, Romance, School, Shounen",OVA,1,6.19
tobira wo akete (1995),"Dementia, Fantasy",OVA,1,6.19
tsuritama: harikitte contest,"Comedy, Sci-Fi, Slice of Life, Sports",Special,1,6.19
vocaloid china project senden animation,"Fantasy, Music",Music,5,6.19
wooser no sono higurashi: ken to pants to wooser to,"Comedy, Fantasy, Slice of Life",Special,1,6.19
zeonic toyota special movie,Cars,ONA,2,6.19
big order,"Action, Shounen, Super Power",OVA,1,6.18
chuumon no ooi ryouriten,"Fantasy, Horror, Supernatural",Movie,1,6.18
haitai nanafa,"Comedy, Supernatural",TV,13,6.18
hakushon daimaou,"Comedy, Fantasy",TV,52,6.18
hana wa saku: touhoku ni saku,"Fantasy, Kids",Special,1,6.18
hokuto no ken: legend of heroes,"Action, Martial Arts",Special,1,6.18
lemon angel (1988),Ecchi,TV,9,6.18
mahou sensou,"Action, Fantasy, Magic",TV,12,6.18
marvel disk wars: the avengers,"Action, Kids, Super Power",TV,51,6.18
mousou kagaku series: wandaba style,"Comedy, Sci-Fi",TV,12,6.18
nisshin seifun group cm,"Kids, Slice of Life",Special,3,6.18
oyako club,"Comedy, Slice of Life",TV,1818,6.18
sai: part 1 / revolving... to the core,"Fantasy, Music",Music,1,6.18
seoul-yeok,"Horror, Thriller",Movie,1,6.18
shin calimero,Comedy,TV,52,6.18
shinshaku sengoku eiyuu densetsu: sanada juu yuushi,"Historical, Military",Special,1,6.18
soratobu toshi keikaku,"Music, Sci-Fi",Music,1,6.18
stratos 4 ova: stratos 4.1 - dutch roll,"Action, Military, Parody, Sci-Fi",Special,1,6.18
the borgman: last battle,"Action, Demons, Sci-Fi, Shounen",OVA,1,6.18
utsunomiko: heaven chapter,"Adventure, Demons, Fantasy",OVA,13,6.18
ashinaga ojisan,"Comedy, Drama, Shoujo",Special,1,6.17
chain chronicle: short animation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8,6.17
"chiisana obake acchi, kocchi, socchi","Comedy, Supernatural",TV,50,6.17
chu feng: b.e.e,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6,6.17
eightman,"Action, Drama, Mecha, Sci-Fi",TV,56,6.17
gokujo.: souda onsen ni ikou!!,"Comedy, Ecchi, Shoujo Ai",Special,1,6.17
hitotsubu ni kawaranu ai wo komete,"Magic, Slice of Life",ONA,1,6.17
isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17
kakko kawaii sengen! 2,Comedy,TV,10,6.17
kamisama minarai: himitsu no cocotama,"Fantasy, Kids, Magic",TV,Unknown,6.17
kara no kyoukai: mirai fukuin - manner movie,Drama,Movie,1,6.17
kawasaki frontale x tentai senshi sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17
kaze no matasaburou,"Fantasy, Kids, Slice of Life",OVA,1,6.17
kaze no toori michi,Music,Music,1,6.17
last exile: doyou no asa,"Comedy, Parody, Sci-Fi",Special,3,6.17
mouse,"Action, Comedy, Ecchi, Harem, Shounen",TV,12,6.17
nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.17
ozma,"Action, Sci-Fi",TV,6,6.17
saint luminous jogakuin,"Mystery, Psychological, Supernatural",TV,13,6.17
school days,"Drama, Harem, Romance, School",TV,12,6.17
sekishoku elegy,Romance,OVA,1,6.17
soliton no akuma,"Drama, Military, Sci-Fi",Movie,1,6.17
space☆dandy picture drama,"Comedy, Sci-Fi, Space",Special,2,6.17
stitch!: zutto saikou no tomodachi special,"Adventure, Comedy, Kids",Special,1,6.17
suzy&#039;s zoo: daisuki! witzy - happy birthday,Kids,Special,1,6.17
tenshi na konamaiki specials,Shounen,Special,13,6.18
the choujo,"Comedy, Sci-Fi, Super Power",OVA,1,6.17
wakusei robo danguard ace: uchuu daikaisen,"Mecha, Sci-Fi",Movie,1,6.17
a.d. police (tv),"Action, Mecha, Sci-Fi, Shounen",TV,12,6.16
ange vierge,"Adventure, Fantasy, Magic, School",TV,12,6.16
bonobono (2016),Comedy,TV,Unknown,6.16
catman specials,"Comedy, Fantasy, Slice of Life",Special,4,6.16
eikyuu kazoku,"Comedy, Psychological",Movie,1,6.16
first squad: the moment of truth,"Action, Historical, Military, Super Power, Supernatural",Movie,1,6.16
kyoukai no rinne,"Comedy, Supernatural",Special,1,6.16
mahou shoujo lyrical nanoha vivid: special program,"Action, Magic",Special,1,6.15
masamune datenicle,"Action, Historical, Samurai, Super Power",ONA,Unknown,6.16
mori no andou,Comedy,ONA,1,6.17
nyanbo!,Comedy,TV,26,6.16
softenni specials,"Comedy, Ecchi, School, Sports",Special,6,6.16
tatakae!! iczer-1,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3,6.16
youkai watch: best 10,"Comedy, Kids, Supernatural",Special,1,6.16
yuuki no baton,Music,Music,1,6.16
atagoal wa neko no mori,Kids,Movie,1,6.15
bacterial contamination,"Dementia, Horror, Music",Music,1,6.15
choujin locke: shinsekai sentai,"Action, Sci-Fi, Super Power",OVA,2,6.15
daikyouryuu jidai,Sci-Fi,Movie,1,6.15
detective conan vs. wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2,6.15
gunparade orchestra ova,Mecha,OVA,3,6.15
hajimari no boukensha-tachi: legend of crystania,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1,6.15
mahou no tenshi creamy mami: lovely serenade,Music,Music,1,6.15
marie &amp; gali ver. 2.0,Comedy,TV,30,6.15
mitsu x mitsu drops,"Drama, Romance, School, Shoujo",OVA,2,6.15
mitsuwano,Slice of Life,OVA,1,6.15
nessa no haou gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26,6.15
nodoka mori no doubutsu daisakusen,Fantasy,Special,1,6.15
ouritsu uchuugun: honneamise no tsubasa - pilot film,"Sci-Fi, Seinen",Special,1,6.15
q transformers: saranaru ninki mono e no michi,"Mecha, Parody, Slice of Life",TV,13,6.15
salamander,"Adventure, Sci-Fi",OVA,3,6.15
samurai noodles: the originator,"Historical, Samurai",ONA,1,6.15
school days: valentine days,"Comedy, Romance, School",OVA,1,6.15
seraphim call,"Drama, Romance, Sci-Fi",TV,12,6.15
shounen hollywood: holly stage for 49,"Music, Shoujo, Slice of Life",TV,13,6.15
subarashii sekai,"Fantasy, Music",Music,1,6.15
takane no jitensha,"Fantasy, School",Special,1,6.15
the idolm@ster million live! 1st anniversary pv,Drama,Special,1,6.15
toufu kozou,Comedy,Movie,1,6.15
yama nezumi rocky chuck,"Adventure, Fantasy, Kids",TV,52,6.15
angelique: shiroi tsubasa no memoire,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,2,6.14
bakumatsu rock: mystery! onsen kaijiken ze yo!!,Music,OVA,1,6.14
chouon senshi borgman 2: shin seiki 2058,"Action, Demons, Sci-Fi, Shounen",OVA,3,6.14
cleopatra d.c.,"Action, Adventure, Sci-Fi",OVA,3,6.14
don chuck monogatari,"Adventure, Kids, Slice of Life",TV,26,6.14
extra,"Action, Dementia, Horror, Music, Sci-Fi",Music,1,6.14
fake style ii,Music,Music,1,6.14
hero bank,"Game, Kids",TV,51,6.15
kaitouranma the animation,"Action, Adventure, Martial Arts, Samurai",OVA,2,6.14
kodai ouja kyouryuu king,"Adventure, Fantasy, Kids",TV,49,6.14
kumi to tulip,"Kids, Sci-Fi",Movie,1,6.14
lime-iro senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,6.14
mahoutsukai sally (movie),"Comedy, Magic, Shoujo",Movie,1,6.14
marginal prince: gekkeiju no ouji-tachi - tokyo merry-go-round,"Romance, School, Shounen Ai",Special,1,6.13
mazinger zip!,"Comedy, Mecha",TV,237,6.14
melty lancer,"Adventure, Comedy, Sci-Fi, Space",OVA,6,6.14
nandaka velonica,"Comedy, Fantasy, Kids",TV,10,6.14
precure kara minna e no ouen movie,"Fantasy, Magic, Shoujo",ONA,1,6.14
rusty nail,"Action, Music, Sci-Fi",Music,1,6.14
shin hurricane polymar,"Action, Martial Arts, Sci-Fi, Super Power",OVA,2,6.14
stitch!: itazura alien no daibouken - uchuu ichi no oniichan,"Adventure, Comedy, Kids, Sci-Fi",Special,1,6.14
wind: a breath of heart (tv),"Drama, Romance, School, Supernatural",TV,13,6.14
&quot;eiji&quot;,"Comedy, Drama, Sports",OVA,1,6.13
bohemian rhapsody,"Music, Sci-Fi, Space",Music,1,6.13
"diabolik lovers more,blood","Harem, School, Shoujo, Vampire",TV,12,6.13
fake style,Music,Music,1,6.13
fantasista stella,"Shounen, Sports",OVA,3,6.13
hello kitty no fushigi no kuni no alice,"Fantasy, Kids",OVA,1,6.13
houseki no kuni,"Fantasy, Sci-Fi, Seinen",ONA,1,6.13
i&#039;&#039;s,"Drama, Romance",OVA,2,6.13
mahoutsukai jiji,"Fantasy, Magic, Music",ONA,1,6.13
majokko shimai no yoyo to nene movie extra: hatsukoi - mikako komatsu,Music,Special,1,6.13
mighty orbots,"Adventure, Comedy, Mecha, Sci-Fi",TV,13,6.13
nineteen 19,"Drama, Romance",OVA,1,6.13
ninku: knife no bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,1,6.13
rescue me!,"Ecchi, Harem, Romance",OVA,1,6.13
shin strange+ special,"Comedy, Shoujo, Slice of Life",Special,1,6.13
shining hearts: shiawase no pan specials,Fantasy,Special,6,6.13
sprite: between two worlds,"Comedy, Ecchi, Romance, School",OVA,2,6.13
starry tales: seiza wa toki wo koete,"Fantasy, Space",Movie,1,6.13
yonhyakunijuu renpai girl,"Comedy, Romance, School",Special,1,6.13
yoroiden samurai troopers message,"Adventure, Fantasy, Samurai, Shounen",OVA,5,6.13
aika r-16: virgin mission,"Action, Comedy, Ecchi",OVA,3,6.12
alexander senki movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,1,6.12
arei no kagami: way to the virgin space,"Action, Adventure, Sci-Fi, Space",Movie,1,6.12
bannou yasai ninninman,"Comedy, Supernatural",Movie,1,6.13
channel 5.5 3rd season,"Comedy, Parody",ONA,4,6.12
decorator,Music,Music,1,6.12
digimon adventure 3d: digimon grand prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",Movie,1,6.12
downloader,Music,Music,1,6.12
gaist crusher,"Action, Fantasy, Supernatural",TV,51,6.12
garo: guren no tsuki special,"Action, Demons, Fantasy, Magic, Supernatural",Special,1,6.1
genocyber,"Action, Horror, Mecha, Psychological, Sci-Fi",OVA,5,6.12
ginga tansa 2100-nen: border planet,Sci-Fi,Special,1,6.12
green green ova,"Comedy, Ecchi, Romance, School",OVA,1,6.12
houma hunter lime,"Comedy, Fantasy",OVA,3,6.12
kyouryuu tankentai born free,"Action, Sci-Fi",TV,25,6.12
mobile suit sd gundam mk iii,"Mecha, Parody, Sci-Fi",OVA,6,6.12
puchitto gargantia special,"Comedy, Mecha, Sci-Fi",Special,1,6.12
"sagashita no wa oheya, mitsuketa no wa mirai","Romance, Slice of Life",ONA,1,6.12
samurai gun,"Action, Historical, Seinen",TV,12,6.12
stitch!,"Adventure, Comedy, Kids",TV,25,6.12
world fool news (tv),"Comedy, Slice of Life",TV,12,6.12
yonimo osoroshii nihon mukashibanashi,"Dementia, Horror, Psychological",OVA,3,6.12
ys iv: the dawn of ys,"Action, Adventure, Fantasy, Game",Special,1,6.12
"yuru yuri: doushite, tomaranai, tokimeki, dokidoki, paradox, eternal",Comedy,Special,1,6.13
anime tenchou,"Action, Parody",OVA,1,6.11
believe,"Action, Music, Super Power",Music,1,6.11
dallos,"Action, Mecha, Sci-Fi",OVA,4,6.11
gakuen handsome,"Comedy, Parody, School, Shounen Ai",TV,12,6.11
happy world!,"Comedy, Ecchi, Fantasy, Romance",OVA,3,6.11
kaitou tenshi twin angel: kyun kyun☆tokimeki paradise!! ova,Magic,OVA,2,6.11
kanojo wa zombie,"Music, Romance",Music,1,6.11
karasu tengu kabuto: ougon no me no kemono,"Action, Adventure, Drama, Historical",OVA,1,6.11
kashou no tsuki: aki kyougen,"Historical, Romance, Shoujo, Supernatural",OVA,2,6.11
legend of crystania ova,"Action, Adventure, Fantasy, Magic, Supernatural",OVA,3,6.11
lily c.a.t.,"Horror, Sci-Fi, Space",Movie,1,6.11
mangirl!: asobu henshuu girl,"Comedy, Slice of Life",Special,1,6.11
ojisan to marshmallow special,Comedy,Special,1,6.11
pia carrot e youkoso!!: sayaka no koi monogatari,"Comedy, Romance",Movie,1,6.11
queen&#039;s blade: rurou no senshi specials,"Action, Adventure, Ecchi, Fantasy",Special,6,6.11
shin sos dai tokyo tankentai,Adventure,Movie,1,6.11
shoka,"Action, Fantasy, Historical",Special,1,6.11
suki desu suzuki-kun!!,Romance,OVA,2,6.11
taboo tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",TV,12,6.11
tooryanse,"Music, Supernatural",Music,1,6.11
usaru-san,Kids,Special,4,6.11
arata kangatari picture drama,Fantasy,Special,6,6.1
bamboo blade: cm fanfu-fufe-fo,"Comedy, Parody, Sci-Fi",Special,24,6.1
bio hunter,"Action, Demons, Horror",OVA,1,6.1
buddha saitan,"Psychological, Romance, Supernatural",Movie,1,6.1
byulbyul iyagi,"Drama, Psychological",Movie,6,6.1
cinnamon no parade,Fantasy,ONA,1,6.1
comet lucifer: garden indigo no shasou kara,"Adventure, Comedy, Fantasy",Special,12,6.1
eiyuu gaiden mozaicka,Fantasy,OVA,4,6.1
hanabi,"Drama, Music, Romance, Slice of Life",Music,1,6.1
hot minute: gudetama,"Comedy, Kids",Special,1,6.1
kagami no genon,Slice of Life,Movie,1,6.1
kare baka: wagahai no kare wa baka de r,"Comedy, Romance, School",ONA,8,6.1
kikumana,"Dementia, Psychological",ONA,1,6.1
piano,"Drama, Music, Romance, Shoujo, Slice of Life",TV,10,6.1
rokushin gattai godmars (1982),"Action, Mecha, Sci-Fi, Space",Movie,1,6.1
seikon no qwaser picture drama,Ecchi,Special,16,6.1
show by rock!!: legend of shingan crimsonz,"Comedy, Music",ONA,3,6.1
strange+,"Comedy, Shoujo, Slice of Life",TV,12,6.1
sushi ninja,"Action, Comedy, Fantasy",ONA,Unknown,6.1
the soultaker: tamashii-gari - komugi daisakusen,Comedy,Special,3,6.1
white album 2 picture drama,"Drama, Ecchi",Special,2,6.1
yamato 2520,"Action, Adventure, Military, Sci-Fi",OVA,3,6.1
yodaka no hoshi (music),"Drama, Fantasy, Music, Slice of Life",Music,1,6.1
backkom,"Comedy, Kids",TV,52,6.09
chime,Music,Music,1,6.09
dr. slump movie 11: dr. mashirito &amp; abale-chan,"Comedy, Sci-Fi, Shounen",Movie,1,6.09
geisters: fractions of the earth,"Action, Sci-Fi",TV,26,6.09
himitsu no akko-chan (movie),"Magic, School, Shoujo",Movie,1,6.09
mai no mahou to katei no hi,"Drama, Magic",Special,1,6.09
majuu senshi luna varga,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,4,6.09
minna atsumare! falcom gakuen sc,"Comedy, Parody, School, Seinen",TV,12,6.09
miracle shoujo limit-chan,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",TV,25,6.09
mu di,Music,Movie,1,6.09
mujaki no rakuen,"Comedy, Ecchi, Romance, School, Seinen",OVA,3,6.09
musaigen no phantom world: limitless phantom world,"Comedy, Fantasy, Supernatural",Special,7,6.09
nanmu ichibyousokusai,"Historical, Music",Movie,1,6.09
nurse witch komugi-chan r,"Comedy, Magic, Parody",TV,12,6.09
ra/radio noise*planet,"Adventure, Psychological, Sci-Fi",OVA,1,6.09
rokushin gattai godmars: juunanasai no densetsu,"Action, Mecha, Sci-Fi, Space",OVA,1,6.09
saint beast: seijuu kourin-hen,"Action, Fantasy, Magic, Supernatural",TV,6,6.09
tonari no 801-chan r,"Comedy, Music",OVA,1,6.09
toshi densetsu monogatari hikiko,Horror,OVA,1,6.09
ultraviolet: code 044,"Action, Sci-Fi",TV,12,6.09
xanadu dragonslayer densetsu,"Adventure, Comedy, Fantasy",OVA,1,6.09
zettai bouei leviathan: mini takibi gekijou,"Comedy, Fantasy, Magic",Special,13,6.09
adachi-ga hara,Sci-Fi,Movie,1,6.08
aika zero,"Action, Adventure, Comedy, Ecchi",OVA,3,6.08
divergence eve,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,6.08
game over feat. hatsune miku,Music,Music,1,6.08
getter robo (movie),"Action, Mecha, Sci-Fi, Shounen",Movie,1,6.08
goddamn,"Action, Cars, Seinen, Sports",OVA,2,6.08
gunslinger stratos: the animation - kikan/kaze no yukue,"Action, Sci-Fi",ONA,1,6.08
hello kitty no kaguya-hime,"Fantasy, Kids",OVA,1,6.08
himitsu no akko-chan: umi da! obake da!! natsu matsuri,"Magic, Shoujo",Movie,1,6.08
kikou sennyo rouran,"Action, Fantasy, Mecha",TV,28,6.08
koneko no rakugaki,Comedy,Movie,1,6.08
naikaku kenryoku hanzai kyousei torishimarikan zaizen joutarou,"Action, Drama, Police, Seinen",TV,11,6.08
najica dengeki sakusen,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.08
pankis! 2-jigen,"Comedy, Music",TV,24,6.08
sarutobi ecchan,"Comedy, Kids, Magic, School",TV,26,6.08
scoopers,"Action, Sci-Fi",OVA,1,6.08
time slip ichimannen: prime rose,"Action, Adventure, Drama, Romance, Sci-Fi",Special,1,6.08
tsuki wa higashi ni hi wa nishi ni: operation sanctuary ova,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,4,6.08
tuzki: love assassin,"Comedy, Romance",ONA,1,6.08
wakusei robo danguard ace tai konchuu robot gundan,"Mecha, Sci-Fi",Movie,1,6.08
yes! bang_dream!,Music,Music,1,6.06
ai to ken no camelot: mangaka marina time slip jiken,"Adventure, Comedy, Fantasy",OVA,1,6.07
antinotice,Music,Music,1,6.07
cream lemon: lemon angel,Ecchi,TV,37,6.07
duel masters movie 1: yami no shiro no maryuuou,"Adventure, Kids",Movie,1,6.07
gensou jotan ellcia,"Adventure, Fantasy",OVA,4,6.07
hana no ko lunlun: konnichiwa sakura no kuni,"Drama, Magic, Shoujo",Movie,1,6.07
hate you,Music,Music,1,6.07
idol bouei-tai hummingbird,"Action, Adventure, Comedy, Military, Music, Shounen",OVA,4,6.07
la primavera,Music,Music,1,6.07
"misenai namida wa, kitto itsuka","Fantasy, Music",Music,1,6.07
oh! super milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,12,6.07
oreca battle,Game,TV,51,6.07
sono kinisasete yo: my my mai,"Comedy, Ecchi, Supernatural",OVA,2,6.07
strobe light,Music,Music,1,6.07
tabidachi: ami shuushou,"Drama, Ecchi, Romance",Movie,1,6.07
taisei kensetsu: shin doha kokusai kuukou,Drama,Special,1,6.07
tomorrow&#039;s song,Music,Music,1,6.07
ultraman usa,"Action, Adventure, Sci-Fi",Movie,1,6.07
"wake up, girl zoo!",Comedy,ONA,10,6.07
"wake up, girls! no miyagi pr yarasete kudasai!",Drama,Special,1,6.1
ayane-chan high kick!,"Comedy, Shounen, Sports",OVA,2,6.06
behind a smile,"Action, Demons, Music",Music,1,6.06
cinderella express,"Comedy, Ecchi, Romance, Seinen",OVA,1,6.06
defend love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1,6.06
diabolik lovers ova,"Harem, School, Shoujo, Vampire",OVA,1,6.06
gunparade orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24,6.06
hatsukoi monster,"Comedy, Romance, School, Shoujo",TV,12,6.06
himitsu spark,Music,Music,1,6.06
inferno cop specials,"Action, Comedy",Special,2,6.06
juusou kikou dancougar nova,Mecha,TV,12,6.06
koi hanabi,"Fantasy, Music",Music,1,6.06
komaneko no christmas: maigo ni natta present,"Comedy, Fantasy",Movie,1,6.06
mahou no star magical emi: semishigure,"Comedy, Magic, Shoujo",OVA,1,6.06
mangirl!,"Comedy, Slice of Life",TV,13,6.05
marginal prince: gekkeiju no ouji-tachi,"Romance, School, Shounen Ai",TV,13,6.06
maria†holic: run run riru ran ran rara,"Comedy, Music",Music,1,6.06
ninja &amp; soldier,Psychological,Movie,1,6.06
nobiro nobiro daisuki na ki,"Fantasy, Music",Music,1,6.06
osiris no tenbin,"Drama, Supernatural, Thriller",ONA,10,6.06
puzzle &amp; dragons cm,"Game, School",ONA,2,6.06
ryuusei sentai musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",TV,13,6.06
saa ikou! tamagotchi,Kids,TV,12,6.06
seihou tenshi angel links,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",TV,13,6.06
shijin no shougai,"Drama, Fantasy, Psychological",Movie,1,6.06
teito monogatari,"Historical, Horror, Supernatural",OVA,4,6.06
turning girls,"Comedy, Slice of Life",ONA,7,6.06
yuugen kaisha: jiken file 00 - hajimari wa ayashiku mo hanayaka ni,"Adventure, Comedy, Supernatural",Special,1,6.06
cheer danshi!! recap,"School, Sports",Special,1,6.06
chiisana jumbo,"Fantasy, Kids, Music",Movie,1,6.05
chou seimeitai transformers beast wars metals: convoy daihenshin!,"Action, Mecha, Sci-Fi, Super Power",Movie,1,6.05
dore dore no uta,Music,Music,1,6.05
g-9,Fantasy,OVA,1,6.05
glass no kamen desu ga the movie: onna spy no koi! murasaki no bara wa kiken na kaori!?,"Comedy, Parody",Movie,1,6.05
guardian hearts-power up!,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",OVA,4,6.05
hoka hoka kazoku,Comedy,TV,1428,6.05
kaitou tenshi twin angel,Magic,OVA,2,6.05
lemon angel (1988/ii),Ecchi,TV,8,6.05
love♥love?,"Comedy, Ecchi, Harem, Romance",TV,9,6.05
memories off,"Drama, Romance",OVA,3,6.05
mobile suit gundam 0083: stardust memory picture drama - uchuu no kagerou 2,"Action, Mecha, Space",Special,1,6.05
parol no miraijima,"Action, Adventure, Fantasy",Movie,1,6.05
samurai girl real bout high school,"Adventure, Comedy, Fantasy, Shounen",TV,13,6.05
sengoku kitan youtouden soushuuhen,"Action, Martial Arts, Samurai",Movie,1,6.05
shuten douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",OVA,4,6.05
teinenpi shoujo haiji,Comedy,ONA,8,6.05
vivi,"Adventure, Fantasy, Music, Romance",Music,1,6.05
aika,"Action, Adventure, Comedy, Ecchi, Sci-Fi",OVA,7,6.04
angel cop,"Action, Police, Sci-Fi",OVA,6,6.04
aquarian age: saga ii - don&#039;t forget me...,"Action, Drama, Super Power",OVA,1,6.04
babyshiba,Comedy,Special,6,6.04
birth,"Action, Adventure, Comedy, Sci-Fi",OVA,1,6.04
bouken! iczer 3,"Action, Adventure, Sci-Fi",OVA,6,6.04
busou chuugakusei: basket army,"Action, Military",ONA,5,6.04
deimos no hanayome: ran no kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,1,6.04
gall force: new era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2,6.04
high school agent,"Action, Drama, Military",OVA,2,6.04
install pilot,"Action, Sci-Fi, Shounen",Special,1,6.04
kerokko demetan,"Comedy, Fantasy, Kids",TV,39,6.04
lesson xx,"Romance, Shounen Ai",OVA,1,6.04
licca-chan to yamaneko hoshi no tabi,"Adventure, Fantasy, Kids, Magic",OVA,1,6.04
monster hunter stories: ride on,Fantasy,TV,48,6.03
nayuta,"Action, Sci-Fi, Shoujo",OVA,1,6.04
otome nadeshiko koi techou,"Historical, Shoujo",OVA,1,6.04
regalia: the three sacred stars,"Action, Mecha, Sci-Fi",TV,13,6.03
shining hearts: shiawase no pan - kokoro ga todoita picture drama,Fantasy,Special,6,6.04
soul buster,"Action, Samurai",TV,12,6.01
strange+ special,"Comedy, Shoujo, Slice of Life",Special,1,6.04
tetsuwan atom: ao kishi no kan,"Action, Mecha, Sci-Fi",Movie,1,6.04
